municipio_distrito;fecha_informe;casos_confirmados_P60mas_ultimos_14dias;tasa_incidencia_acumulada_P60mas_ultimos_14dias;codigo_geometria
Soto del Real;2022/05/31 11:29:00;15;698;1441
Valverde de Alcalá;2022/05/31 11:29:00;;0;1662
Fuente el Saz de Jarama;2022/05/31 11:29:00;6;429,49;590
Horcajo de la Sierra-Aoslos;2022/05/31 11:29:00;;0;702
Valdeolmos-Alalpardo;2022/05/31 11:29:00;;757,58;1625
Campo Real;2022/05/31 11:29:00;6;526,78;339
Valdeavero;2022/05/31 11:29:00;;643,09;1564
Villamanrique de Tajo;2022/05/31 11:29:00;;938,97;1739
Cobeña;2022/05/31 11:29:00;9;848,26;416
Fresnedillas de la Oliva;2022/05/31 11:29:00;;914,63;565
Valdilecha;2022/05/31 11:29:00;;491;1659
El Berrueco;2022/05/31 11:29:00;;1606,43;210
Pezuela de las Torres;2022/05/31 11:29:00;;784,31;1111
Villar del Olmo;2022/05/31 11:29:00;;890,87;1795
Guadarrama;2022/05/31 11:29:00;45;1171,57;685
San Martín de Valdeiglesias;2022/05/31 11:29:00;14;622,22;1338
Torrelodones;2022/05/31 11:29:00;25;518,03;1527
Boadilla del Monte;2022/05/31 11:29:00;48;526,6;225
Torrejón de Velasco;2022/05/31 11:29:00;9;1097,56;1505
Villanueva de Perales;2022/05/31 11:29:00;;1428,57;1782
Tielmes;2022/05/31 11:29:00;16;2649,01;1467
San Sebastián de los Reyes;2022/05/31 11:29:00;199;1084,47;1343
Guadalix de la Sierra;2022/05/31 11:29:00;20;1558,85;679
Humanes de Madrid;2022/05/31 11:29:00;35;1240,26;730
Chinchón;2022/05/31 11:29:00;;347,22;528
Cadalso de los Vidrios;2022/05/31 11:29:00;9;1006,71;318
Hoyo de Manzanares;2022/05/31 11:29:00;10;530,79;724
Torrejón de la Calzada;2022/05/31 11:29:00;18;1194,43;1492
Estremera;2022/05/31 11:29:00;22;5288,46;552
Corpa;2022/05/31 11:29:00;;1290,32;480
Meco;2022/05/31 11:29:00;10;486,14;838
Madarcos;2022/05/31 11:29:00;;0;783
Zarzalejo;2022/05/31 11:29:00;;712,59;1837
Arganda del Rey;2022/05/31 11:29:00;90;886,18;148
Collado Mediano;2022/05/31 11:29:00;6;387,85;468
Daganzo de Arriba;2022/05/31 11:29:00;15;1186,71;534
Manzanares El Real;2022/05/31 11:29:00;13;776,12;822
Buitrago del Lozoya;2022/05/31 11:29:00;;628,93;278
Valdelaguna;2022/05/31 11:29:00;;854,7;1570
Valdepiélagos;2022/05/31 11:29:00;;3875,97;1631
Casarrubuelos;2022/05/31 11:29:00;;464,4;360
Miraflores de la Sierra;2022/05/31 11:29:00;8;577,62;856
Paracuellos de Jarama;2022/05/31 11:29:00;16;536,37;1049
El Vellón;2022/05/31 11:29:00;;0;1684
Lozoya;2022/05/31 11:29:00;;483,09;761
Collado Villalba;2022/05/31 11:29:00;95;720,9;474
Colmenarejo;2022/05/31 11:29:00;;301,57;442
Villavieja del Lozoya;2022/05/31 11:29:00;;1149,43;1821
Prádena del Rincón;2022/05/31 11:29:00;;4878,05;1179
La Cabrera;2022/05/31 11:29:00;7;1093,75;301
Sevilla la Nueva;2022/05/31 11:29:00;20;1346,8;1415
La Acebeda;2022/05/31 11:29:00;;0;14
Redueña;2022/05/31 11:29:00;;0;1219
Robledillo de la Jara;2022/05/31 11:29:00;;0;1245
La Serna del Monte;2022/05/31 11:29:00;;0;1381
Colmenar de Oreja;2022/05/31 11:29:00;18;860,42;437
Rozas de Puerto Real;2022/05/31 11:29:00;;0;1283
Valdemanco;2022/05/31 11:29:00;;1937,98;1586
Brunete;2022/05/31 11:29:00;9;481,8;262
Titulcia;2022/05/31 11:29:00;;0;1473
Villa del Prado;2022/05/31 11:29:00;21;1324,09;1718
Lozoyuela-Navas-Sieteiglesias;2022/05/31 11:29:00;;828,73;9015
Quijorna;2022/05/31 11:29:00;;674,54;1198
Valdemoro;2022/05/31 11:29:00;120;1092,9;1610
Tres Cantos;2022/05/31 11:29:00;118;1173,66;9036
Torrelaguna;2022/05/31 11:29:00;9;830,26;1512
Rivas-Vaciamadrid;2022/05/31 11:29:00;92;669,97;1230
El Atazar;2022/05/31 11:29:00;;0;164
Pedrezuela;2022/05/31 11:29:00;16;1691,33;1087
Santa María de la Alameda;2022/05/31 11:29:00;;1282,05;1356
Horcajuelo de la Sierra;2022/05/31 11:29:00;;0;719
Arroyomolinos;2022/05/31 11:29:00;29;902,3;151
Moralzarzal;2022/05/31 11:29:00;21;834,99;908
Canencia;2022/05/31 11:29:00;;1190,48;344
Villarejo de Salvanés;2022/05/31 11:29:00;16;921,66;1809
Serranillos del Valle;2022/05/31 11:29:00;11;1460,82;1408
Villaviciosa de Odón;2022/05/31 11:29:00;43;583,21;1816
Camarma de Esteruelas;2022/05/31 11:29:00;;404,86;323
Robledo de Chavela;2022/05/31 11:29:00;20;1705,03;1258
Patones;2022/05/31 11:29:00;;0;1071
Navalagamella;2022/05/31 11:29:00;8;1535,51;954
Rascafría;2022/05/31 11:29:00;6;1011,8;1202
El Boalo;2022/05/31 11:29:00;12;860,22;231
Majadahonda;2022/05/31 11:29:00;95;582,79;800
Batres;2022/05/31 11:29:00;;1058,2;170
Alcobendas;2022/05/31 11:29:00;257;997,83;66
Alcalá de Henares;2022/05/31 11:29:00;363;750,11;53
Colmenar Viejo;2022/05/31 11:29:00;91;906,56;455
San Fernando de Henares;2022/05/31 11:29:00;89;1000;1300
Villalbilla;2022/05/31 11:29:00;15;671,44;1723
El Escorial;2022/05/31 11:29:00;25;592,14;549
Colmenar del Arroyo;2022/05/31 11:29:00;;427,35;421
Torrejón de Ardoz;2022/05/31 11:29:00;186;685,31;1489
Piñuécar-Gandullas;2022/05/31 11:29:00;;0;1147
Brea de Tajo;2022/05/31 11:29:00;;1612,9;259
El Molar;2022/05/31 11:29:00;7;444,44;869
Belmonte de Tajo;2022/05/31 11:29:00;;710,9;199
Torres de la Alameda;2022/05/31 11:29:00;28;1797,18;1548
Somosierra;2022/05/31 11:29:00;;0;1436
Alpedrete;2022/05/31 11:29:00;19;657,44;105
Orusco de Tajuña;2022/05/31 11:29:00;;1159,42;1028
La Hiruela;2022/05/31 11:29:00;;0;698
Cervera de Buitrago;2022/05/31 11:29:00;;0;395
Getafe;2022/05/31 11:29:00;442;985,6;650
Ribatejada;2022/05/31 11:29:00;;0;1224
Villaconejos;2022/05/31 11:29:00;;119,05;1701
Valdetorres de Jarama;2022/05/31 11:29:00;8;765,55;1646
Pozuelo de Alarcón;2022/05/31 11:29:00;128;613,14;1150
Madrid-Retiro;2022/05/24 11:29:00;272;695,56;79603
Madrid-Salamanca;2022/05/24 11:29:00;258;583,84;79604
Madrid-Centro;2022/05/24 11:29:00;141;470,61;79601
Madrid-Arganzuela;2022/05/24 11:29:00;268;650,74;79602
Madrid-Chamartín;2022/05/24 11:29:00;330;761,32;79605
Madrid-Tetuán;2022/05/24 11:29:00;241;605,09;79606
Madrid-Chamberí;2022/05/24 11:29:00;251;593,68;79607
Madrid-Fuencarral-El Pardo;2022/05/24 11:29:00;485;736,69;79608
Madrid-Moncloa-Aravaca;2022/05/24 11:29:00;297;872,04;79609
Madrid-Latina;2022/05/24 11:29:00;490;678,78;79610
Madrid-Carabanchel;2022/05/24 11:29:00;426;685,06;79611
Madrid-Usera;2022/05/24 11:29:00;182;581,88;79612
Madrid-Puente de Vallecas;2022/05/24 11:29:00;367;641,6;79613
Madrid-San Blas - Canillejas;2022/05/24 11:29:00;291;768,03;79620
Madrid-Barajas;2022/05/24 11:29:00;149;1288,59;79621
Madrid-Moratalaz;2022/05/24 11:29:00;223;721,99;79614
Madrid-Ciudad Lineal;2022/05/24 11:29:00;381;601,42;79615
Madrid-Hortaleza;2022/05/24 11:29:00;388;831,96;79616
Madrid-Villaverde;2022/05/24 11:29:00;213;625,55;79617
Madrid-Villa de Vallecas;2022/05/24 11:29:00;103;512,9;79618
Madrid-Vicálvaro;2022/05/24 11:29:00;97;670,68;79619
Alcorcón;2022/05/24 11:29:00;380;817,42;72
Navalcarnero;2022/05/24 11:29:00;35;695,69;967
San Agustín del Guadalix;2022/05/24 11:29:00;10;484,03;1296
Las Rozas de Madrid;2022/05/24 11:29:00;127;677,73;1277
Moraleja de Enmedio;2022/05/24 11:29:00;10;969,93;894
Valdaracete;2022/05/24 11:29:00;7;3825,14;1551
Pozuelo del Rey;2022/05/24 11:29:00;;0;1163
Puebla de la Sierra;2022/05/24 11:29:00;;0;1185
Perales de Tajuña;2022/05/24 11:29:00;;291,12;1104
Valdemorillo;2022/05/24 11:29:00;9;344,43;1603
Navalafuente;2022/05/24 11:29:00;;0;941
Velilla de San Antonio;2022/05/24 11:29:00;21;1122,39;1678
Villanueva de la Cañada;2022/05/24 11:29:00;56;1466,35;1760
Villanueva del Pardillo;2022/05/24 11:29:00;11;509,73;1776
Nuevo Baztán;2022/05/24 11:29:00;13;947,52;1006
Villamantilla;2022/05/24 11:29:00;;833,33;1757
Villamanta;2022/05/24 11:29:00;12;1719,2;1744
Cabanillas de la Sierra;2022/05/24 11:29:00;;529,1;297
Cenicientos;2022/05/24 11:29:00;12;1746,72;376
Puentes Viejas;2022/05/24 11:29:00;;1030,93;9020
Aranjuez;2022/05/24 11:29:00;87;641,88;133
Cercedilla;2022/05/24 11:29:00;13;728,29;382
Santorcaz;2022/05/24 11:29:00;;0;1369
Coslada;2022/05/24 11:29:00;198;849,35;493
Morata de Tajuña;2022/05/24 11:29:00;18;985,76;915
Robregordo;2022/05/24 11:29:00;;0;1261
Navarredonda y San Mamés;2022/05/24 11:29:00;;0;973
Venturada;2022/05/24 11:29:00;;436,68;1697
Navacerrada;2022/05/24 11:29:00;;370,83;936
Montejo de la Sierra;2022/05/24 11:29:00;;0;881
Fresno de Torote;2022/05/24 11:29:00;;439,56;571
Pinilla del Valle;2022/05/24 11:29:00;;4000;1126
Valdemaqueda;2022/05/24 11:29:00;7;2941,18;1599
Navas del Rey;2022/05/24 11:29:00;6;815,22;992
Olmeda de las Fuentes;2022/05/24 11:29:00;;2702,7;1013
Bustarviejo;2022/05/24 11:29:00;;687,29;284
Becerril de la Sierra;2022/05/24 11:29:00;7;512,07;186
Fuenlabrada;2022/05/24 11:29:00;427;981,83;587
Garganta de los Montes;2022/05/24 11:29:00;;813,01;626
Pinto;2022/05/24 11:29:00;76;805,26;1132
Alameda del Valle;2022/05/24 11:29:00;;2631,58;35
Berzosa del Lozoya;2022/05/24 11:29:00;10;12345,68;203
Los Santos de la Humosa;2022/05/24 11:29:00;;0;1375
El Álamo;2022/05/24 11:29:00;19;841,08;40
Pelayos de la Presa;2022/05/24 11:29:00;11;1544,94;1090
Galapagar;2022/05/24 11:29:00;34;489,63;611
Griñón;2022/05/24 11:29:00;18;816,7;663
Gargantilla del Lozoya y Pinilla de Buitrago;2022/05/24 11:29:00;;980,39;632
Aldea del Fresno;2022/05/24 11:29:00;16;2077,92;88
Carabaña;2022/05/24 11:29:00;9;1844,26;357
Talamanca de Jarama;2022/05/24 11:29:00;14;1928,37;1454
Chapinería;2022/05/24 11:29:00;;184,5;513
Ciempozuelos;2022/05/24 11:29:00;26;522,93;409
Ajalvir;2022/05/24 11:29:00;;559,44;29
San Lorenzo de El Escorial;2022/05/24 11:29:00;33;734,48;1317
Gascones;2022/05/24 11:29:00;;0;647
San Martín de la Vega;2022/05/24 11:29:00;10;332,12;1322
Móstoles;2022/05/24 11:29:00;526;910,95;920
Leganés;2022/05/24 11:29:00;476;912,87;745
Braojos;2022/05/24 11:29:00;;7692,31;246
Cubas de la Sagra;2022/05/24 11:29:00;7;709,94;506
Algete;2022/05/24 11:29:00;39;944,31;91
Mejorada del Campo;2022/05/24 11:29:00;26;558,9;843
Loeches;2022/05/24 11:29:00;;256,41;758
Parla;2022/05/24 11:29:00;135;595,21;1065
Fuentidueña de Tajo;2022/05/24 11:29:00;7;1228,07;604
Ambite;2022/05/24 11:29:00;;2380,95;112
Torremocha de Jarama;2022/05/24 11:29:00;7;1977,4;1533
Anchuelo;2022/05/24 11:29:00;;749,06;127
Los Molinos;2022/05/24 11:29:00;10;819;875
Soto del Real;2022/05/24 11:29:00;17;791,07;1441
Valverde de Alcalá;2022/05/24 11:29:00;;0;1662
Fuente el Saz de Jarama;2022/05/24 11:29:00;7;501,07;590
Horcajo de la Sierra-Aoslos;2022/05/24 11:29:00;;0;702
Valdeolmos-Alalpardo;2022/05/24 11:29:00;;606,06;1625
Campo Real;2022/05/24 11:29:00;;87,8;339
Valdeavero;2022/05/24 11:29:00;;964,63;1564
Villamanrique de Tajo;2022/05/24 11:29:00;;1408,45;1739
Cobeña;2022/05/24 11:29:00;6;565,5;416
Fresnedillas de la Oliva;2022/05/24 11:29:00;;609,76;565
Valdilecha;2022/05/24 11:29:00;;654,66;1659
El Berrueco;2022/05/24 11:29:00;;2008,03;210
Pezuela de las Torres;2022/05/24 11:29:00;;1176,47;1111
Villar del Olmo;2022/05/24 11:29:00;;890,87;1795
Guadarrama;2022/05/24 11:29:00;29;755,01;685
San Martín de Valdeiglesias;2022/05/24 11:29:00;12;533,33;1338
Torrelodones;2022/05/24 11:29:00;40;828,84;1527
Boadilla del Monte;2022/05/24 11:29:00;47;515,63;225
Torrejón de Velasco;2022/05/24 11:29:00;10;1219,51;1505
Villanueva de Perales;2022/05/24 11:29:00;;357,14;1782
Tielmes;2022/05/24 11:29:00;;827,81;1467
San Sebastián de los Reyes;2022/05/24 11:29:00;179;975,48;1343
Guadalix de la Sierra;2022/05/24 11:29:00;19;1480,9;679
Humanes de Madrid;2022/05/24 11:29:00;40;1417,43;730
Chinchón;2022/05/24 11:29:00;;277,78;528
Cadalso de los Vidrios;2022/05/24 11:29:00;13;1454,14;318
Hoyo de Manzanares;2022/05/24 11:29:00;14;743,1;724
Torrejón de la Calzada;2022/05/24 11:29:00;22;1459,85;1492
Estremera;2022/05/24 11:29:00;15;3605,77;552
Corpa;2022/05/24 11:29:00;;1290,32;480
Meco;2022/05/24 11:29:00;13;631,99;838
Madarcos;2022/05/24 11:29:00;;0;783
Zarzalejo;2022/05/24 11:29:00;;950,12;1837
Arganda del Rey;2022/05/24 11:29:00;112;1102,8;148
Collado Mediano;2022/05/24 11:29:00;;323,21;468
Daganzo de Arriba;2022/05/24 11:29:00;12;949,37;534
Manzanares El Real;2022/05/24 11:29:00;10;597,01;822
Buitrago del Lozoya;2022/05/24 11:29:00;;628,93;278
Valdelaguna;2022/05/24 11:29:00;;427,35;1570
Valdepiélagos;2022/05/24 11:29:00;;775,19;1631
Casarrubuelos;2022/05/24 11:29:00;;773,99;360
Miraflores de la Sierra;2022/05/24 11:29:00;12;866,43;856
Paracuellos de Jarama;2022/05/24 11:29:00;8;268,19;1049
El Vellón;2022/05/24 11:29:00;;0;1684
Lozoya;2022/05/24 11:29:00;;0;761
Collado Villalba;2022/05/24 11:29:00;93;705,72;474
Colmenarejo;2022/05/24 11:29:00;;301,57;442
Villavieja del Lozoya;2022/05/24 11:29:00;;1149,43;1821
Prádena del Rincón;2022/05/24 11:29:00;;2439,02;1179
La Cabrera;2022/05/24 11:29:00;;625;301
Sevilla la Nueva;2022/05/24 11:29:00;25;1683,5;1415
La Acebeda;2022/05/24 11:29:00;;0;14
Redueña;2022/05/24 11:29:00;;0;1219
Robledillo de la Jara;2022/05/24 11:29:00;;2439,02;1245
La Serna del Monte;2022/05/24 11:29:00;;0;1381
Colmenar de Oreja;2022/05/24 11:29:00;15;717,02;437
Rozas de Puerto Real;2022/05/24 11:29:00;;497,51;1283
Valdemanco;2022/05/24 11:29:00;;1937,98;1586
Brunete;2022/05/24 11:29:00;6;321,2;262
Titulcia;2022/05/24 11:29:00;;0;1473
Villa del Prado;2022/05/24 11:29:00;19;1197,98;1718
Lozoyuela-Navas-Sieteiglesias;2022/05/24 11:29:00;7;1933,7;9015
Quijorna;2022/05/24 11:29:00;;505,9;1198
Valdemoro;2022/05/24 11:29:00;141;1284,15;1610
Tres Cantos;2022/05/24 11:29:00;112;1113,98;9036
Torrelaguna;2022/05/24 11:29:00;12;1107,01;1512
Rivas-Vaciamadrid;2022/05/24 11:29:00;93;677,25;1230
El Atazar;2022/05/24 11:29:00;;0;164
Pedrezuela;2022/05/24 11:29:00;14;1479,92;1087
Santa María de la Alameda;2022/05/24 11:29:00;7;1794,87;1356
Horcajuelo de la Sierra;2022/05/24 11:29:00;;2941,18;719
Arroyomolinos;2022/05/24 11:29:00;28;871,19;151
Moralzarzal;2022/05/24 11:29:00;21;834,99;908
Canencia;2022/05/24 11:29:00;;2380,95;344
Villarejo de Salvanés;2022/05/24 11:29:00;18;1036,87;1809
Serranillos del Valle;2022/05/24 11:29:00;15;1992,03;1408
Villaviciosa de Odón;2022/05/24 11:29:00;43;583,21;1816
Camarma de Esteruelas;2022/05/24 11:29:00;8;647,77;323
Robledo de Chavela;2022/05/24 11:29:00;18;1534,53;1258
Patones;2022/05/24 11:29:00;;2139,04;1071
Navalagamella;2022/05/24 11:29:00;7;1343,57;954
Rascafría;2022/05/24 11:29:00;;337,27;1202
El Boalo;2022/05/24 11:29:00;15;1075,27;231
Majadahonda;2022/05/24 11:29:00;84;515,31;800
Batres;2022/05/24 11:29:00;;529,1;170
Alcobendas;2022/05/24 11:29:00;254;986,18;66
Alcalá de Henares;2022/05/24 11:29:00;400;826,57;53
Colmenar Viejo;2022/05/24 11:29:00;119;1185,5;455
San Fernando de Henares;2022/05/24 11:29:00;95;1067,42;1300
Villalbilla;2022/05/24 11:29:00;10;447,63;1723
El Escorial;2022/05/24 11:29:00;25;592,14;549
Colmenar del Arroyo;2022/05/24 11:29:00;;641,03;421
Torrejón de Ardoz;2022/05/24 11:29:00;169;622,67;1489
Piñuécar-Gandullas;2022/05/24 11:29:00;;0;1147
Brea de Tajo;2022/05/24 11:29:00;;537,63;259
El Molar;2022/05/24 11:29:00;11;698,41;869
Belmonte de Tajo;2022/05/24 11:29:00;;947,87;199
Torres de la Alameda;2022/05/24 11:29:00;44;2824,13;1548
Somosierra;2022/05/24 11:29:00;;0;1436
Alpedrete;2022/05/24 11:29:00;27;934,26;105
Orusco de Tajuña;2022/05/24 11:29:00;;289,86;1028
La Hiruela;2022/05/24 11:29:00;;0;698
Cervera de Buitrago;2022/05/24 11:29:00;;0;395
Getafe;2022/05/24 11:29:00;406;905,32;650
Ribatejada;2022/05/24 11:29:00;;0;1224
Villaconejos;2022/05/24 11:29:00;;119,05;1701
Valdetorres de Jarama;2022/05/24 11:29:00;6;574,16;1646
Pozuelo de Alarcón;2022/05/24 11:29:00;189;905,35;1150
Madrid-Retiro;2022/05/18 14:49:00;261;667,43;79603
Madrid-Salamanca;2022/05/18 14:49:00;272;615,52;79604
Madrid-Centro;2022/05/18 14:49:00;140;467,27;79601
Madrid-Arganzuela;2022/05/18 14:49:00;242;587,61;79602
Madrid-Chamartín;2022/05/18 14:49:00;332;765,93;79605
Madrid-Tetuán;2022/05/18 14:49:00;193;484,57;79606
Madrid-Chamberí;2022/05/18 14:49:00;219;517,99;79607
Madrid-Fuencarral-El Pardo;2022/05/18 14:49:00;439;666,82;79608
Madrid-Moncloa-Aravaca;2022/05/18 14:49:00;246;722,3;79609
Madrid-Latina;2022/05/18 14:49:00;449;621,99;79610
Madrid-Carabanchel;2022/05/18 14:49:00;379;609,48;79611
Madrid-Usera;2022/05/18 14:49:00;174;556,3;79612
Madrid-Puente de Vallecas;2022/05/18 14:49:00;360;629,36;79613
Madrid-San Blas - Canillejas;2022/05/18 14:49:00;276;728,44;79620
Madrid-Barajas;2022/05/18 14:49:00;113;977,26;79621
Madrid-Moratalaz;2022/05/18 14:49:00;212;686,37;79614
Madrid-Ciudad Lineal;2022/05/18 14:49:00;388;612,47;79615
Madrid-Hortaleza;2022/05/18 14:49:00;369;791,22;79616
Madrid-Villaverde;2022/05/18 14:49:00;192;563,88;79617
Madrid-Villa de Vallecas;2022/05/18 14:49:00;110;547,75;79618
Madrid-Vicálvaro;2022/05/18 14:49:00;106;732,9;79619
Alcorcón;2022/05/18 14:49:00;295;634,57;72
Navalcarnero;2022/05/18 14:49:00;21;417,41;967
San Agustín del Guadalix;2022/05/18 14:49:00;6;290,42;1296
Las Rozas de Madrid;2022/05/18 14:49:00;116;619,03;1277
Moraleja de Enmedio;2022/05/18 14:49:00;7;678,95;894
Valdaracete;2022/05/18 14:49:00;7;3825,14;1551
Pozuelo del Rey;2022/05/18 14:49:00;;0;1163
Puebla de la Sierra;2022/05/18 14:49:00;;0;1185
Perales de Tajuña;2022/05/18 14:49:00;;436,68;1104
Valdemorillo;2022/05/18 14:49:00;8;306,16;1603
Navalafuente;2022/05/18 14:49:00;;367,65;941
Velilla de San Antonio;2022/05/18 14:49:00;13;694,82;1678
Villanueva de la Cañada;2022/05/18 14:49:00;30;785,55;1760
Villanueva del Pardillo;2022/05/18 14:49:00;13;602,41;1776
Nuevo Baztán;2022/05/18 14:49:00;9;655,98;1006
Villamantilla;2022/05/18 14:49:00;;0;1757
Villamanta;2022/05/18 14:49:00;;286,53;1744
Cabanillas de la Sierra;2022/05/18 14:49:00;;529,1;297
Cenicientos;2022/05/18 14:49:00;15;2183,41;376
Puentes Viejas;2022/05/18 14:49:00;;0;9020
Aranjuez;2022/05/18 14:49:00;76;560,72;133
Cercedilla;2022/05/18 14:49:00;8;448,18;382
Santorcaz;2022/05/18 14:49:00;;0;1369
Coslada;2022/05/18 14:49:00;190;815,03;493
Morata de Tajuña;2022/05/18 14:49:00;9;492,88;915
Robregordo;2022/05/18 14:49:00;;0;1261
Navarredonda y San Mamés;2022/05/18 14:49:00;;0;973
Venturada;2022/05/18 14:49:00;;436,68;1697
Navacerrada;2022/05/18 14:49:00;;494,44;936
Montejo de la Sierra;2022/05/18 14:49:00;;0;881
Fresno de Torote;2022/05/18 14:49:00;;219,78;571
Pinilla del Valle;2022/05/18 14:49:00;;1333,33;1126
Valdemaqueda;2022/05/18 14:49:00;;1680,67;1599
Navas del Rey;2022/05/18 14:49:00;7;951,09;992
Olmeda de las Fuentes;2022/05/18 14:49:00;;1351,35;1013
Bustarviejo;2022/05/18 14:49:00;;171,82;284
Becerril de la Sierra;2022/05/18 14:49:00;;365,76;186
Fuenlabrada;2022/05/18 14:49:00;351;807,08;587
Garganta de los Montes;2022/05/18 14:49:00;;813,01;626
Pinto;2022/05/18 14:49:00;62;656,92;1132
Alameda del Valle;2022/05/18 14:49:00;;0;35
Berzosa del Lozoya;2022/05/18 14:49:00;15;18518,52;203
Los Santos de la Humosa;2022/05/18 14:49:00;;0;1375
El Álamo;2022/05/18 14:49:00;18;796,81;40
Pelayos de la Presa;2022/05/18 14:49:00;;702,25;1090
Galapagar;2022/05/18 14:49:00;26;374,42;611
Griñón;2022/05/18 14:49:00;24;1088,93;663
Gargantilla del Lozoya y Pinilla de Buitrago;2022/05/18 14:49:00;;0;632
Aldea del Fresno;2022/05/18 14:49:00;10;1298,7;88
Carabaña;2022/05/18 14:49:00;;819,67;357
Talamanca de Jarama;2022/05/18 14:49:00;15;2066,12;1454
Chapinería;2022/05/18 14:49:00;;0;513
Ciempozuelos;2022/05/18 14:49:00;27;543,04;409
Ajalvir;2022/05/18 14:49:00;;419,58;29
San Lorenzo de El Escorial;2022/05/18 14:49:00;24;534,16;1317
Gascones;2022/05/18 14:49:00;;0;647
San Martín de la Vega;2022/05/18 14:49:00;15;498,17;1322
Móstoles;2022/05/18 14:49:00;438;758,55;920
Leganés;2022/05/18 14:49:00;420;805,48;745
Braojos;2022/05/18 14:49:00;;0;246
Cubas de la Sagra;2022/05/18 14:49:00;26;2636,92;506
Algete;2022/05/18 14:49:00;32;774,82;91
Mejorada del Campo;2022/05/18 14:49:00;29;623,39;843
Loeches;2022/05/18 14:49:00;6;512,82;758
Parla;2022/05/18 14:49:00;109;480,58;1065
Fuentidueña de Tajo;2022/05/18 14:49:00;;350,88;604
Ambite;2022/05/18 14:49:00;;1190,48;112
Torremocha de Jarama;2022/05/18 14:49:00;;564,97;1533
Anchuelo;2022/05/18 14:49:00;;0;127
Los Molinos;2022/05/18 14:49:00;6;491,4;875
Soto del Real;2022/05/18 14:49:00;12;558,4;1441
Valverde de Alcalá;2022/05/18 14:49:00;;0;1662
Fuente el Saz de Jarama;2022/05/18 14:49:00;;357,91;590
Horcajo de la Sierra-Aoslos;2022/05/18 14:49:00;;0;702
Valdeolmos-Alalpardo;2022/05/18 14:49:00;;757,58;1625
Campo Real;2022/05/18 14:49:00;;175,59;339
Valdeavero;2022/05/18 14:49:00;;0;1564
Villamanrique de Tajo;2022/05/18 14:49:00;;2347,42;1739
Cobeña;2022/05/18 14:49:00;8;754,01;416
Fresnedillas de la Oliva;2022/05/18 14:49:00;;914,63;565
Valdilecha;2022/05/18 14:49:00;6;982;1659
El Berrueco;2022/05/18 14:49:00;;803,21;210
Pezuela de las Torres;2022/05/18 14:49:00;;1176,47;1111
Villar del Olmo;2022/05/18 14:49:00;;668,15;1795
Guadarrama;2022/05/18 14:49:00;21;546,73;685
San Martín de Valdeiglesias;2022/05/18 14:49:00;12;533,33;1338
Torrelodones;2022/05/18 14:49:00;33;683,8;1527
Boadilla del Monte;2022/05/18 14:49:00;43;471,75;225
Torrejón de Velasco;2022/05/18 14:49:00;7;853,66;1505
Villanueva de Perales;2022/05/18 14:49:00;;357,14;1782
Tielmes;2022/05/18 14:49:00;;496,69;1467
San Sebastián de los Reyes;2022/05/18 14:49:00;148;806,54;1343
Guadalix de la Sierra;2022/05/18 14:49:00;7;545,6;679
Humanes de Madrid;2022/05/18 14:49:00;35;1240,26;730
Chinchón;2022/05/18 14:49:00;;208,33;528
Cadalso de los Vidrios;2022/05/18 14:49:00;;559,28;318
Hoyo de Manzanares;2022/05/18 14:49:00;11;583,86;724
Torrejón de la Calzada;2022/05/18 14:49:00;21;1393,5;1492
Estremera;2022/05/18 14:49:00;;240,38;552
Corpa;2022/05/18 14:49:00;;1935,48;480
Meco;2022/05/18 14:49:00;12;583,37;838
Madarcos;2022/05/18 14:49:00;;0;783
Zarzalejo;2022/05/18 14:49:00;;237,53;1837
Arganda del Rey;2022/05/18 14:49:00;95;935,41;148
Collado Mediano;2022/05/18 14:49:00;9;581,77;468
Daganzo de Arriba;2022/05/18 14:49:00;;395,57;534
Manzanares El Real;2022/05/18 14:49:00;14;835,82;822
Buitrago del Lozoya;2022/05/18 14:49:00;;628,93;278
Valdelaguna;2022/05/18 14:49:00;;0;1570
